Date,Exercise,Category,Weight (kgs),Reps,Distance,Distance Unit,Time
2019-01-01,Lateral Dumbbell Raise,Shoulders,5.0,10,,,
2019-01-03,Seated Dumbbell Press,Shoulders,20.0,12,,,
2019-01-03,Seated Dumbbell Press,Shoulders,20.0,10,,,
2019-01-03,Seated Dumbbell Press,Shoulders,18.0,11,,,
2019-01-03,Seated Dumbbell Press,Shoulders,18.0,10,,,
2019-01-03,Chin Up,Back,80.0,5,,,
2019-01-03,Chin Up,Back,80.0,5,,,
2019-01-03,Chin Up,Back,80.0,5,,,
2019-01-03,Chin Up,Back,80.0,5,,,
2019-01-04,Chin Up,Back,85.0,5,,,
2019-01-04,Chin Up,Back,85.0,5,,,
2019-01-04,Chin Up,Back,80.0,6,,,
2019-01-04,Chin Up,Back,80.0,5,,,
2019-01-04,Chin Up,Back,80.0,5,,,
2019-01-04,Leg Press,Legs,140.0,12,,,
2019-01-04,Leg Press,Legs,140.0,12,,,
2019-01-04,Leg Press,Legs,130.0,12,,,
2019-01-04,Leg Press,Legs,140.0,12,,,
2019-01-04,Leg Press,Legs,140.0,12,,,
2019-01-04,Seated Calf Raise Machine,Legs,25.0,30,,,
2019-01-04,Seated Calf Raise Machine,Legs,25.0,30,,,
2019-01-04,Seated Calf Raise Machine,Legs,25.0,30,,,
2019-01-04,Seated Calf Raise Machine,Legs,25.0,25,,,
2019-01-05,Lateral Dumbbell Raise,Shoulders,5.0,12,,,
2019-01-05,Lateral Dumbbell Raise,Shoulders,5.0,12,,,
2019-01-05,Lateral Dumbbell Raise,Shoulders,5.0,12,,,
2019-01-05,Lateral Dumbbell Raise,Shoulders,5.0,10,,,
2019-01-05,Lateral Dumbbell Raise,Shoulders,5.0,12,,,
2019-01-08,Chin Up,Back,85.0,5,,,
2019-01-08,Chin Up,Back,85.0,5,,,
2019-01-08,Chin Up,Back,85.0,5,,,
2019-01-08,Chin Up,Back,85.0,5,,,
2019-01-08,Chin Up,Back,80.0,5,,,
2019-01-08,Chin Up,Back,80.0,5,,,
2019-01-08,Ring Dip,Triceps,65.0,12,,,
2019-01-08,Ring Dip,Triceps,65.0,20,,,
2019-01-08,Ring Dip,Triceps,65.0,15,,,
2019-01-08,Ring Dip,Triceps,65.0,20,,,
2019-01-08,Ring Dip,Triceps,65.0,20,,,
2019-01-08,Seated Calf Raise Machine,Legs,25.0,30,,,
2019-01-08,Seated Calf Raise Machine,Legs,25.0,30,,,
2019-01-08,Seated Calf Raise Machine,Legs,25.0,30,,,
2019-01-08,Seated Calf Raise Machine,Legs,25.0,30,,,
2019-01-08,Seated Calf Raise Machine,Legs,25.0,30,,,
2019-01-10,Lateral Dumbbell Raise,Shoulders,5.0,12,,,
2019-01-10,Lateral Dumbbell Raise,Shoulders,5.0,12,,,
2019-01-10,Lateral Dumbbell Raise,Shoulders,5.0,10,,,
2019-01-11,Chin Up,Back,77.0,8,,,
2019-01-11,Chin Up,Back,77.0,8,,,
2019-01-11,Chin Up,Back,77.0,8,,,
2019-01-11,Chin Up,Back,77.0,5,,,
2019-01-13,Chin Up,Back,85.0,6,,,
2019-01-13,Chin Up,Back,85.0,6,,,
2019-01-13,Chin Up,Back,85.0,5,,,
2019-01-13,Chin Up,Back,85.0,5,,,
2019-01-13,Chin Up,Back,85.0,4,,,
2019-01-13,Leg Press,Legs,140.0,12,,,
2019-01-13,Leg Press,Legs,140.0,12,,,
2019-01-13,Leg Press,Legs,140.0,12,,,
2019-01-15,Incline Barbell Bench Press,Chest,50.0,12,,,
2019-01-15,Incline Barbell Bench Press,Chest,50.0,10,,,
2019-01-15,Incline Barbell Bench Press,Chest,50.0,10,,,
2019-01-15,Incline Barbell Bench Press,Chest,50.0,8,,,
2019-01-15,Seated Dumbbell Press,Shoulders,18.0,9,,,
2019-01-15,Seated Dumbbell Press,Shoulders,18.0,8,,,
2019-01-15,Seated Dumbbell Press,Shoulders,14.0,10,,,
2019-01-15,Seated Dumbbell Press,Shoulders,14.0,11,,,
2019-01-15,Seated Dumbbell Press,Shoulders,14.0,10,,,
2019-01-17,Seated Dumbbell Press,Shoulders,18.0,12,,,
2019-01-17,Seated Dumbbell Press,Shoulders,18.0,12,,,
2019-01-17,Seated Dumbbell Press,Shoulders,18.0,12,,,
2019-01-17,Seated Dumbbell Press,Shoulders,18.0,10,,,
2019-01-17,Seated Dumbbell Press,Shoulders,18.0,8,,,
2019-01-17,Seated Calf Raise Machine,Legs,25.0,30,,,
2019-01-17,Seated Calf Raise Machine,Legs,25.0,30,,,
2019-01-17,Seated Calf Raise Machine,Legs,25.0,30,,,
2019-01-17,Seated Calf Raise Machine,Legs,25.0,30,,,
2019-01-17,Seated Calf Raise Machine,Legs,25.0,30,,,
2019-01-21,Seated Dumbbell Press,Shoulders,20.0,12,,,
2019-01-21,Seated Dumbbell Press,Shoulders,20.0,9,,,
2019-01-21,Seated Dumbbell Press,Shoulders,18.0,10,,,
2019-01-21,Seated Dumbbell Press,Shoulders,18.0,10,,,
2019-01-21,Seated Dumbbell Press,Shoulders,18.0,7,,,
2019-01-21,Chin Up,Back,85.0,6,,,
2019-01-21,Chin Up,Back,80.0,7,,,
2019-01-21,Chin Up,Back,80.0,6,,,
2019-01-21,Chin Up,Back,80.0,5,,,
2019-01-21,Chin Up,Back,80.0,5,,,
2019-01-21,Lateral Dumbbell Raise,Shoulders,5.0,12,,,
2019-01-21,Lateral Dumbbell Raise,Shoulders,5.0,12,,,
2019-01-21,Lateral Dumbbell Raise,Shoulders,5.0,12,,,
2019-01-21,Lateral Dumbbell Raise,Shoulders,5.0,12,,,
2019-01-21,Lateral Dumbbell Raise,Shoulders,5.0,12,,,
2019-01-23,Chin Up,Back,85.0,5,,,
2019-01-23,Chin Up,Back,85.0,5,,,
2019-01-23,Chin Up,Back,85.0,5,,,
2019-01-23,Chin Up,Back,80.0,4,,,
2019-01-23,Chin Up,Back,80.0,4,,,
2019-01-23,Leg Press,Legs,140.0,12,,,
2019-01-23,Leg Press,Legs,130.0,12,,,
2019-01-23,Leg Press,Legs,130.0,12,,,
2019-01-23,Seated Calf Raise Machine,Legs,25.0,30,,,
2019-01-23,Seated Calf Raise Machine,Legs,25.0,30,,,
2019-01-23,Seated Calf Raise Machine,Legs,25.0,30,,,
2019-01-23,Seated Calf Raise Machine,Legs,25.0,30,,,
2019-01-24,Seated Dumbbell Press,Shoulders,18.0,12,,,
2019-01-24,Seated Dumbbell Press,Shoulders,18.0,12,,,
2019-01-24,Seated Dumbbell Press,Shoulders,18.0,10,,,
2019-01-24,Seated Dumbbell Press,Shoulders,18.0,10,,,
2019-01-24,Seated Dumbbell Press,Shoulders,18.0,8,,,
2019-01-24,Seated Machine Curl,Biceps,25.0,20,,,
2019-01-24,Seated Machine Curl,Biceps,25.0,15,,,
2019-01-24,Seated Machine Curl,Biceps,25.0,12,,,
2019-01-24,Seated Calf Raise Machine,Legs,25.0,30,,,
2019-01-24,Seated Calf Raise Machine,Legs,25.0,30,,,
2019-01-24,Seated Calf Raise Machine,Legs,25.0,25,,,
2019-01-24,Seated Calf Raise Machine,Legs,25.0,25,,,
2019-01-24,Seated Calf Raise Machine,Legs,25.0,25,,,
2019-01-25,Incline Barbell Bench Press,Chest,40.0,12,,,
2019-01-25,Incline Barbell Bench Press,Chest,50.0,12,,,
2019-01-25,Incline Barbell Bench Press,Chest,50.0,12,,,
2019-01-25,Incline Barbell Bench Press,Chest,50.0,8,,,
2019-01-25,Incline Barbell Bench Press,Chest,50.0,6,,,
2019-01-25,Seated Dumbbell Lateral Raise,Shoulders,6.0,12,,,
2019-01-25,Seated Dumbbell Lateral Raise,Shoulders,6.0,12,,,
2019-01-25,Seated Dumbbell Lateral Raise,Shoulders,6.0,12,,,
2019-01-25,Seated Dumbbell Lateral Raise,Shoulders,6.0,12,,,
2019-01-25,Seated Dumbbell Lateral Raise,Shoulders,6.0,12,,,
2019-01-25,Seated Calf Raise Machine,Legs,25.0,30,,,
2019-01-25,Seated Calf Raise Machine,Legs,25.0,25,,,
2019-01-25,Seated Calf Raise Machine,Legs,25.0,25,,,
2019-01-25,Seated Calf Raise Machine,Legs,25.0,20,,,
2019-01-25,Seated Calf Raise Machine,Legs,20.0,30,,,
2019-01-26,Barbell Curl,Biceps,20.0,15,,,
2019-01-26,Barbell Curl,Biceps,20.0,15,,,
2019-01-26,Barbell Curl,Biceps,20.0,15,,,
2019-01-26,Barbell Curl,Biceps,20.0,18,,,
2019-01-26,Barbell Curl,Biceps,20.0,15,,,
2019-01-26,Lateral Dumbbell Raise,Shoulders,7.0,12,,,
2019-01-26,Lateral Dumbbell Raise,Shoulders,7.0,12,,,
2019-01-26,Lateral Dumbbell Raise,Shoulders,7.0,12,,,
2019-01-26,Lateral Dumbbell Raise,Shoulders,7.0,12,,,
2019-01-26,Lateral Dumbbell Raise,Shoulders,7.0,12,,,
2019-01-28,Chin Up,Back,85.0,7,,,
2019-01-28,Chin Up,Back,85.0,6,,,
2019-01-28,Chin Up,Back,85.0,5,,,
2019-01-28,Chin Up,Back,80.0,5,,,
2019-01-28,Chin Up,Back,80.0,5,,,
2019-01-28,Lateral Dumbbell Raise,Shoulders,6.0,15,,,
2019-01-28,Lateral Dumbbell Raise,Shoulders,6.0,15,,,
2019-01-28,Lateral Dumbbell Raise,Shoulders,6.0,15,,,
2019-01-28,Lateral Dumbbell Raise,Shoulders,6.0,12,,,
2019-01-28,Lateral Dumbbell Raise,Shoulders,6.0,12,,,
2019-01-28,Seated Calf Raise Machine,Legs,30.0,30,,,
2019-01-28,Seated Calf Raise Machine,Legs,25.0,25,,,
2019-01-28,Seated Calf Raise Machine,Legs,25.0,23,,,
2019-01-28,Seated Calf Raise Machine,Legs,25.0,20,,,
2019-01-30,Seated Dumbbell Press,Shoulders,20.0,12,,,
2019-01-30,Seated Dumbbell Press,Shoulders,20.0,10,,,
2019-01-30,Seated Dumbbell Press,Shoulders,18.0,10,,,
2019-01-30,Seated Dumbbell Press,Shoulders,18.0,9,,,
2019-01-30,Seated Dumbbell Press,Shoulders,18.0,8,,,
2019-01-30,Seated Calf Raise Machine,Legs,25.0,30,,,
2019-01-30,Seated Calf Raise Machine,Legs,25.0,25,,,
2019-01-30,Seated Calf Raise Machine,Legs,25.0,23,,,
2019-01-30,Seated Calf Raise Machine,Legs,25.0,20,,,
2019-01-30,Leg Press,Legs,130.0,12,,,
2019-01-30,Leg Press,Legs,120.0,12,,,
2019-01-30,Leg Press,Legs,120.0,12,,,
2019-01-30,Lateral Dumbbell Raise,Shoulders,5.0,12,,,
2019-01-30,Lateral Dumbbell Raise,Shoulders,5.0,12,,,
2019-02-01,Seated Dumbbell Press,Shoulders,18.0,12,,,
2019-02-01,Seated Dumbbell Press,Shoulders,18.0,11,,,
2019-02-01,Seated Dumbbell Press,Shoulders,18.0,10,,,
2019-02-01,Seated Dumbbell Press,Shoulders,18.0,8,,,
2019-02-01,Chin Up,Back,80.0,7,,,
2019-02-01,Chin Up,Back,80.0,6,,,
2019-02-01,Chin Up,Back,80.0,6,,,
2019-02-01,Chin Up,Back,80.0,5,,,
2019-02-01,Lateral Dumbbell Raise,Shoulders,6.0,15,,,
2019-02-01,Lateral Dumbbell Raise,Shoulders,6.0,15,,,
2019-02-01,Lateral Dumbbell Raise,Shoulders,6.0,15,,,
2019-02-04,Chin Up,Back,80.0,7,,,
2019-02-04,Chin Up,Back,80.0,6,,,
2019-02-04,Chin Up,Back,80.0,6,,,
2019-02-04,Chin Up,Back,80.0,5,,,
2019-02-04,Chin Up,Back,80.0,5,,,
2019-02-04,Ring Dip,Triceps,65.0,15,,,
2019-02-04,Ring Dip,Triceps,65.0,15,,,
2019-02-04,Ring Dip,Triceps,65.0,12,,,
2019-02-04,Ring Dip,Triceps,65.0,10,,,
2019-02-04,Ring Dip,Triceps,65.0,10,,,
2019-02-04,Seated Calf Raise Machine,Legs,25.0,30,,,
2019-02-04,Seated Calf Raise Machine,Legs,25.0,25,,,
2019-02-04,Seated Calf Raise Machine,Legs,25.0,20,,,
2019-02-04,Seated Calf Raise Machine,Legs,25.0,20,,,
2019-02-04,Lateral Dumbbell Raise,Shoulders,6.0,15,,,
2019-02-04,Lateral Dumbbell Raise,Shoulders,6.0,15,,,
2019-02-04,Lateral Dumbbell Raise,Shoulders,6.0,15,,,
2019-02-04,Lateral Dumbbell Raise,Shoulders,6.0,13,,,
2019-02-07,Chin Up,Back,85.0,6,,,
2019-02-07,Chin Up,Back,85.0,5,,,
2019-02-07,Chin Up,Back,85.0,5,,,
2019-02-07,Chin Up,Back,80.0,5,,,
2019-02-07,Chin Up,Back,80.0,5,,,
2019-02-07,Leg Press,Legs,120.0,14,,,
2019-02-07,Leg Press,Legs,120.0,12,,,
2019-02-07,Leg Press,Legs,120.0,12,,,
2019-02-07,Lateral Dumbbell Raise,Shoulders,5.0,15,,,
2019-02-07,Lateral Dumbbell Raise,Shoulders,5.0,15,,,
2019-02-07,Lateral Dumbbell Raise,Shoulders,5.0,12,,,
2019-02-07,Lateral Dumbbell Raise,Shoulders,5.0,12,,,
2019-02-08,Ring Dip,Triceps,65.0,15,,,
2019-02-08,Ring Dip,Triceps,75.0,15,,,
2019-02-08,Ring Dip,Triceps,75.0,12,,,
2019-02-08,Ring Dip,Triceps,75.0,10,,,
2019-02-08,Ring Dip,Triceps,75.0,10,,,
2019-02-08,Seated Dumbbell Press,Shoulders,20.0,5,,,
2019-02-08,Seated Dumbbell Press,Shoulders,18.0,9,,,
2019-02-08,Seated Dumbbell Press,Shoulders,18.0,8,,,
2019-02-08,Seated Dumbbell Press,Shoulders,18.0,6,,,
2019-02-08,Seated Calf Raise Machine,Legs,25.0,27,,,
2019-02-08,Seated Calf Raise Machine,Legs,25.0,20,,,
2019-02-08,Seated Calf Raise Machine,Legs,25.0,20,,,
2019-02-11,Seated Dumbbell Press,Shoulders,18.0,12,,,
2019-02-11,Seated Dumbbell Press,Shoulders,18.0,10,,,
2019-02-11,Seated Dumbbell Press,Shoulders,18.0,10,,,
2019-02-11,Seated Dumbbell Press,Shoulders,18.0,8,,,
2019-02-11,Seated Dumbbell Press,Shoulders,18.0,7,,,
2019-02-11,Chin Up,Back,80.0,6,,,
2019-02-11,Chin Up,Back,80.0,6,,,
2019-02-11,Chin Up,Back,80.0,5,,,
2019-02-11,Chin Up,Back,80.0,4,,,
2019-02-11,Chin Up,Back,80.0,5,,,
2019-02-11,Seated Calf Raise Machine,Legs,25.0,30,,,
2019-02-11,Seated Calf Raise Machine,Legs,25.0,25,,,
2019-02-11,Seated Calf Raise Machine,Legs,25.0,20,,,
2019-02-11,Seated Calf Raise Machine,Legs,25.0,20,,,
2019-02-12,Chin Up,Back,80.0,8,,,
2019-02-12,Chin Up,Back,80.0,6,,,
2019-02-12,Chin Up,Back,80.0,5,,,
2019-02-12,Chin Up,Back,80.0,5,,,
2019-02-12,Chin Up,Back,80.0,5,,,
2019-02-12,Ring Dip,Triceps,65.0,15,,,
2019-02-12,Ring Dip,Triceps,75.0,12,,,
2019-02-12,Ring Dip,Triceps,75.0,12,,,
2019-02-12,Ring Dip,Triceps,75.0,12,,,
2019-02-12,Ring Dip,Triceps,75.0,12,,,
2019-02-12,Lateral Dumbbell Raise,Shoulders,6.0,15,,,
2019-02-12,Lateral Dumbbell Raise,Shoulders,6.0,15,,,
2019-02-12,Lateral Dumbbell Raise,Shoulders,6.0,15,,,
2019-02-12,Lateral Dumbbell Raise,Shoulders,6.0,14,,,
2019-02-13,Seated Machine Curl,Biceps,35.0,15,,,
2019-02-13,Seated Machine Curl,Biceps,30.0,15,,,
2019-02-13,Seated Machine Curl,Biceps,30.0,12,,,
2019-02-13,Seated Machine Curl,Biceps,25.0,12,,,
2019-02-13,Seated Machine Curl,Biceps,25.0,12,,,
2019-02-13,Seated Calf Raise Machine,Legs,25.0,25,,,
2019-02-13,Seated Calf Raise Machine,Legs,25.0,20,,,
2019-02-13,Seated Calf Raise Machine,Legs,25.0,20,,,
2019-02-13,Seated Calf Raise Machine,Legs,25.0,20,,,
2019-02-15,Chin Up,Back,85.0,6,,,
2019-02-15,Chin Up,Back,85.0,5,,,
2019-02-15,Chin Up,Back,80.0,5,,,
2019-02-15,Chin Up,Back,80.0,6,,,
2019-02-15,Chin Up,Back,80.0,5,,,
2019-02-15,Leg Press,Legs,120.0,12,,,
2019-02-15,Leg Press,Legs,120.0,12,,,
2019-02-15,Leg Press,Legs,120.0,12,,,
2019-02-15,Leg Press,Legs,120.0,12,,,
2019-02-15,Lateral Dumbbell Raise,Shoulders,6.0,15,,,
2019-02-15,Lateral Dumbbell Raise,Shoulders,6.0,15,,,
2019-02-18,Chin Up,Back,85.0,7,,,
2019-02-18,Chin Up,Back,85.0,6,,,
2019-02-18,Chin Up,Back,80.0,6,,,
2019-02-18,Chin Up,Back,80.0,4,,,
2019-02-18,Chin Up,Back,80.0,5,,,
2019-02-18,Seated Dumbbell Press,Shoulders,18.0,12,,,
2019-02-18,Seated Dumbbell Press,Shoulders,18.0,12,,,
2019-02-18,Seated Dumbbell Press,Shoulders,18.0,11,,,
2019-02-18,Seated Dumbbell Press,Shoulders,18.0,9,,,
2019-02-18,Seated Dumbbell Press,Shoulders,16.0,9,,,
2019-02-18,Seated Calf Raise Machine,Legs,25.0,25,,,
2019-02-18,Seated Calf Raise Machine,Legs,25.0,25,,,
2019-02-18,Seated Calf Raise Machine,Legs,25.0,25,,,
2019-02-18,Seated Calf Raise Machine,Legs,25.0,25,,,
2019-02-18,Lateral Dumbbell Raise,Shoulders,5.0,15,,,
2019-02-18,Lateral Dumbbell Raise,Shoulders,5.0,15,,,
2019-02-18,Lateral Dumbbell Raise,Shoulders,5.0,15,,,
2019-02-18,Lateral Dumbbell Raise,Shoulders,5.0,12,,,
2019-02-19,Chin Up,Back,80.0,8,,,
2019-02-19,Chin Up,Back,80.0,6,,,
2019-02-19,Chin Up,Back,80.0,6,,,
2019-02-19,Chin Up,Back,80.0,5,,,
2019-02-19,Lateral Dumbbell Raise,Shoulders,6.0,15,,,
2019-02-19,Lateral Dumbbell Raise,Shoulders,6.0,15,,,
2019-02-19,Lateral Dumbbell Raise,Shoulders,6.0,15,,,
2019-02-22,Chin Up,Back,85.0,7,,,
2019-02-22,Chin Up,Back,85.0,6,,,
2019-02-22,Chin Up,Back,85.0,5,,,
2019-02-22,Chin Up,Back,80.0,6,,,
2019-02-22,Chin Up,Back,80.0,5,,,
2019-02-22,Seated Dumbbell Press,Shoulders,18.0,12,,,
2019-02-22,Seated Dumbbell Press,Shoulders,18.0,12,,,
2019-02-22,Seated Dumbbell Press,Shoulders,18.0,10,,,
2019-02-22,Seated Dumbbell Press,Shoulders,18.0,8,,,
2019-02-25,Seated Dumbbell Press,Shoulders,18.0,12,,,
2019-02-25,Seated Dumbbell Press,Shoulders,20.0,10,,,
2019-02-25,Seated Dumbbell Press,Shoulders,18.0,12,,,
2019-02-25,Seated Dumbbell Press,Shoulders,18.0,10,,,
2019-02-25,Seated Dumbbell Press,Shoulders,18.0,8,,,
2019-02-25,Seated Calf Raise Machine,Legs,25.0,35,,,
2019-02-25,Seated Calf Raise Machine,Legs,25.0,25,,,
2019-02-25,Seated Calf Raise Machine,Legs,25.0,23,,,
2019-02-25,Seated Calf Raise Machine,Legs,25.0,25,,,
2019-02-26,Chin Up,Back,80.0,9,,,
2019-02-26,Chin Up,Back,80.0,8,,,
2019-02-26,Chin Up,Back,80.0,6,,,
2019-02-26,Chin Up,Back,80.0,5,,,
2019-02-26,Chin Up,Back,80.0,4,,,
2019-02-26,Seated Calf Raise Machine,Legs,25.0,25,,,
2019-02-26,Seated Calf Raise Machine,Legs,25.0,25,,,
2019-02-26,Seated Calf Raise Machine,Legs,25.0,20,,,
2019-02-26,Seated Calf Raise Machine,Legs,25.0,20,,,
2019-02-26,Seated Calf Raise Machine,Legs,25.0,20,,,
2019-02-26,Leg Press,Legs,100.0,15,,,
2019-02-26,Leg Press,Legs,110.0,15,,,
2019-02-26,Leg Press,Legs,110.0,12,,,
2019-02-26,Lateral Dumbbell Raise,Shoulders,5.0,15,,,
2019-02-26,Lateral Dumbbell Raise,Shoulders,5.0,15,,,
2019-02-26,Lateral Dumbbell Raise,Shoulders,5.0,15,,,
2019-02-26,Lateral Dumbbell Raise,Shoulders,5.0,15,,,
2019-02-28,Seated Dumbbell Press,Shoulders,18.0,13,,,
2019-02-28,Seated Dumbbell Press,Shoulders,18.0,12,,,
2019-02-28,Seated Dumbbell Press,Shoulders,18.0,11,,,
2019-02-28,Seated Dumbbell Press,Shoulders,18.0,10,,,
2019-02-28,Leg Press,Legs,100.0,20,,,
2019-02-28,Leg Press,Legs,100.0,17,,,
2019-02-28,Leg Press,Legs,100.0,15,,,
2019-03-02,Chin Up,Back,80.0,10,,,
2019-03-02,Chin Up,Back,90.0,5,,,
2019-03-02,Chin Up,Back,90.0,4,,,
2019-03-02,Chin Up,Back,85.0,5,,,
2019-03-02,Chin Up,Back,80.0,5,,,
2019-03-02,Lateral Dumbbell Raise,Shoulders,6.0,20,,,
2019-03-02,Lateral Dumbbell Raise,Shoulders,6.0,15,,,
2019-03-02,Lateral Dumbbell Raise,Shoulders,6.0,15,,,
2019-03-02,Lateral Dumbbell Raise,Shoulders,6.0,15,,,
2019-03-02,Seated Calf Raise Machine,Legs,25.0,30,,,
2019-03-02,Seated Calf Raise Machine,Legs,25.0,30,,,
2019-03-02,Seated Calf Raise Machine,Legs,25.0,25,,,
2019-03-02,Seated Calf Raise Machine,Legs,25.0,25,,,
2019-03-04,Incline Barbell Bench Press,Chest,40.0,15,,,
2019-03-04,Incline Barbell Bench Press,Chest,50.0,12,,,
2019-03-04,Incline Barbell Bench Press,Chest,50.0,12,,,
2019-03-04,Incline Barbell Bench Press,Chest,50.0,9,,,
2019-03-04,Incline Barbell Bench Press,Chest,50.0,8,,,
2019-03-04,Lateral Dumbbell Raise,Shoulders,6.0,20,,,
2019-03-04,Lateral Dumbbell Raise,Shoulders,6.0,15,,,
2019-03-04,Lateral Dumbbell Raise,Shoulders,6.0,15,,,
2019-03-04,Lateral Dumbbell Raise,Shoulders,6.0,15,,,
2019-03-04,Lateral Dumbbell Raise,Shoulders,6.0,15,,,
2019-03-04,Seated Calf Raise Machine,Legs,25.0,30,,,
2019-03-04,Seated Calf Raise Machine,Legs,25.0,25,,,
2019-03-04,Seated Calf Raise Machine,Legs,25.0,25,,,
2019-03-04,Seated Calf Raise Machine,Legs,25.0,25,,,
2019-03-04,Leg Press,Legs,100.0,20,,,
2019-03-04,Leg Press,Legs,100.0,15,,,
2019-03-04,Leg Press,Legs,100.0,12,,,
2019-03-06,Chin Up,Back,85.0,6,,,
2019-03-06,Chin Up,Back,85.0,6,,,
2019-03-06,Chin Up,Back,85.0,6,,,
2019-03-06,Chin Up,Back,80.0,6,,,
2019-03-06,Chin Up,Back,80.0,6,,,
2019-03-06,Leg Press,Legs,100.0,20,,,
2019-03-06,Leg Press,Legs,100.0,16,,,
2019-03-06,Leg Press,Legs,100.0,13,,,
2019-03-06,Lateral Dumbbell Raise,Shoulders,5.0,15,,,
2019-03-06,Lateral Dumbbell Raise,Shoulders,5.0,20,,,
2019-03-06,Lateral Dumbbell Raise,Shoulders,5.0,15,,,
2019-03-06,Lateral Dumbbell Raise,Shoulders,5.0,15,,,
2019-03-09,Chin Up,Back,90.0,5,,,
2019-03-09,Chin Up,Back,85.0,5,,,
2019-03-09,Chin Up,Back,85.0,5,,,
2019-03-09,Chin Up,Back,80.0,5,,,
2019-03-09,Lateral Dumbbell Raise,Shoulders,6.0,20,,,
2019-03-09,Lateral Dumbbell Raise,Shoulders,6.0,15,,,
2019-03-09,Lateral Dumbbell Raise,Shoulders,6.0,15,,,
2019-03-09,Lateral Dumbbell Raise,Shoulders,6.0,15,,,
2019-03-09,Seated Calf Raise Machine,Legs,30.0,30,,,
2019-03-09,Seated Calf Raise Machine,Legs,25.0,25,,,
2019-03-09,Seated Calf Raise Machine,Legs,25.0,20,,,
2019-03-09,Seated Calf Raise Machine,Legs,25.0,20,,,
2019-03-12,Chin Up,Back,85.0,7,,,
2019-03-12,Chin Up,Back,85.0,5,,,
2019-03-12,Chin Up,Back,85.0,5,,,
2019-03-12,Chin Up,Back,85.0,5,,,
2019-03-12,Chin Up,Back,80.0,8,,,
2019-03-12,Seated Calf Raise Machine,Legs,30.0,30,,,
2019-03-12,Seated Calf Raise Machine,Legs,25.0,25,,,
2019-03-12,Seated Calf Raise Machine,Legs,25.0,25,,,
2019-03-12,Seated Calf Raise Machine,Legs,25.0,22,,,
2019-03-15,Chin Up,Back,85.0,8,,,
2019-03-15,Chin Up,Back,85.0,6,,,
2019-03-15,Chin Up,Back,85.0,5,,,
2019-03-15,Chin Up,Back,80.0,5,,,
2019-03-15,Chin Up,Back,80.0,5,,,
2019-03-15,Seated Calf Raise Machine,Legs,30.0,25,,,
2019-03-15,Seated Calf Raise Machine,Legs,25.0,25,,,
2019-03-15,Seated Calf Raise Machine,Legs,25.0,25,,,
2019-03-15,Seated Calf Raise Machine,Legs,25.0,25,,,
2019-03-15,Leg Press,Legs,100.0,20,,,
2019-03-15,Leg Press,Legs,100.0,15,,,
2019-03-15,Leg Press,Legs,100.0,12,,,
2019-03-20,Chin Up,Back,85.0,6,,,
2019-03-20,Chin Up,Back,85.0,6,,,
2019-03-20,Chin Up,Back,85.0,6,,,
2019-03-20,Chin Up,Back,85.0,6,,,
2019-03-20,Chin Up,Back,85.0,4,,,
2019-03-20,Seated Machine Curl,Biceps,30.0,15,,,
2019-03-20,Seated Machine Curl,Biceps,30.0,15,,,
2019-03-20,Seated Machine Curl,Biceps,25.0,15,,,
2019-03-20,Seated Machine Curl,Biceps,25.0,12,,,
2019-03-21,Seated Dumbbell Press,Shoulders,18.0,12,,,
2019-03-21,Seated Dumbbell Press,Shoulders,18.0,10,,,
2019-03-21,Seated Dumbbell Press,Shoulders,18.0,10,,,
2019-03-21,Seated Dumbbell Press,Shoulders,18.0,8,,,
2019-03-21,Seated Dumbbell Press,Shoulders,18.0,8,,,
2019-03-21,Leg Press,Legs,100.0,20,,,
2019-03-21,Leg Press,Legs,100.0,15,,,
2019-03-21,Leg Press,Legs,100.0,12,,,
2019-03-26,Chin Up,Back,85.0,7,,,
2019-03-26,Chin Up,Back,85.0,6,,,
2019-03-26,Chin Up,Back,85.0,5,,,
2019-03-26,Chin Up,Back,85.0,6,,,
2019-03-26,Chin Up,Back,85.0,5,,,
2019-03-26,Lateral Dumbbell Raise,Shoulders,6.0,20,,,
2019-03-26,Lateral Dumbbell Raise,Shoulders,6.0,20,,,
2019-03-26,Lateral Dumbbell Raise,Shoulders,6.0,20,,,
2019-03-26,Lateral Dumbbell Raise,Shoulders,6.0,20,,,
2019-03-26,Seated Calf Raise Machine,Legs,30.0,30,,,
2019-03-26,Seated Calf Raise Machine,Legs,30.0,30,,,
2019-03-26,Seated Calf Raise Machine,Legs,30.0,25,,,
2019-03-26,Seated Calf Raise Machine,Legs,30.0,25,,,
2019-03-28,Ring Dip,Triceps,65.0,15,,,
2019-03-28,Ring Dip,Triceps,75.0,15,,,
2019-03-28,Ring Dip,Triceps,75.0,15,,,
2019-03-28,Ring Dip,Triceps,75.0,12,,,
2019-03-28,Ring Dip,Triceps,75.0,12,,,
2019-03-28,Ring Dip,Triceps,65.0,15,,,
2019-03-28,Seated Calf Raise Machine,Legs,25.0,35,,,
2019-03-28,Seated Calf Raise Machine,Legs,25.0,30,,,
2019-03-28,Seated Calf Raise Machine,Legs,25.0,25,,,
2019-03-28,Seated Calf Raise Machine,Legs,25.0,25,,,
2019-03-28,Seated Calf Raise Machine,Legs,25.0,25,,,
2019-03-28,Leg Press,Legs,100.0,20,,,
